,ts_code,name,market,publisher,category,base_date,base_point,list_date
314,n00016.SH,上证50净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
315,n00043.SH,上证超级大盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
316,n00044.SH,上证中盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
317,n00045.SH,上证小盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
318,n00046.SH,上证中小净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
319,n00047.SH,上证全指净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
320,n00132.SH,上证100净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
321,n00133.SH,上证150净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
322,n00155.SH,市值百强净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20200311
323,n00300.CSI,沪深300净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
324,n00301.CSI,沪深300净收益美元,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130927
325,n00688.CSI,科创50(净),CSI,中证指数有限公司,规模指数,20191231,1000.0,20200723
326,n00852.SH,中证1000净收益,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200306
327,n00903.CSI,中证A100净收益,CSI,中证指数有限公司,规模指数,20051230,1000.0,20130208
328,n00904.CSI,中证200净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
329,n00905.CSI,中证500净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
330,n00906.CSI,中证800净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
331,n00907.CSI,中证700净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
332,n00980.CSI,中证超大净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
333,n00985.CSI,中证全指净收益,CSI,中证指数有限公司,规模指数,20041231,1000.0,20130208
334,n21359.CSI,沪深300(净)AUD(CNH),CSI,中证指数有限公司,规模指数,20041231,1000.0,20190830
335,n21459.SH,中证800(净)USD,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200311
336,n21460.SH,中证1000(净)USD,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200311
337,N99001.CSI,三板成指全收益,CSI,中证指数有限公司,规模指数,20141231,1000.0,20150318
338,N99002.CSI,三板做市全收益,CSI,中证指数有限公司,规模指数,20141231,1000.0,20150318
