con_code
300750.SZ
600519.SH
601318.SH
300308.SZ
601899.SH
600036.SH
300502.SZ
000333.SZ
601166.SH
600900.SH
300059.SZ
002475.SZ
688256.SH
600030.SH
600276.SH
002594.SZ
601398.SH
300274.SZ
601138.SH
688981.SH
601211.SH
603259.SH
601288.SH
688041.SH
000858.SZ
002371.SZ
601328.SH
600887.SH
000651.SZ
300476.SZ
603993.SH
600000.SH
000725.SZ
600919.SH
601816.SH
600150.SH
600309.SH
601601.SH
603986.SH
300124.SZ
002714.SZ
601688.SH
688008.SH
601088.SH
603019.SH
600031.SH
002050.SZ
000063.SZ
688012.SH
601857.SH
600111.SH
002230.SZ
300760.SZ
600089.SH
000001.SZ
601012.SH
002415.SZ
000425.SZ
002384.SZ
603501.SH
601668.SH
600660.SH
603799.SH
601229.SH
601127.SH
002463.SZ
601728.SH
600690.SH
601600.SH
002028.SZ
601919.SH
600016.SH
300394.SZ
000100.SZ
000338.SZ
002142.SZ
601888.SH
002352.SZ
600941.SH
600406.SH
600028.SH
300498.SZ
000792.SZ
600183.SH
000568.SZ
600809.SH
601766.SH
601225.SH
601988.SH
300014.SZ
601169.SH
600050.SH
601939.SH
600926.SH
601628.SH
002027.SZ
002625.SZ
600938.SH
601985.SH
002241.SZ
002460.SZ
688111.SH
601009.SH
600104.SH
600547.SH
300033.SZ
000977.SZ
000807.SZ
600489.SH
601689.SH
000408.SZ
002709.SZ
600019.SH
000776.SZ
601818.SH
601006.SH
688271.SH
002916.SZ
600999.SH
603288.SH
300408.SZ
300433.SZ
601658.SH
000625.SZ
601100.SH
600905.SH
601336.SH
002466.SZ
600362.SH
600958.SH
002600.SZ
605499.SH
600438.SH
601390.SH
600010.SH
601825.SH
002049.SZ
600893.SH
600585.SH
600584.SH
600160.SH
300015.SZ
601377.SH
600436.SH
600115.SH
000538.SZ
600522.SH
000938.SZ
000630.SZ
600760.SH
000166.SZ
600346.SH
300803.SZ
600426.SH
002311.SZ
601916.SH
600570.SH
600795.SH
002179.SZ
601669.SH
600415.SH
600015.SH
600048.SH
600066.SH
300442.SZ
600029.SH
600989.SH
000157.SZ
601058.SH
002074.SZ
688126.SH
600176.SH
601995.SH
601838.SH
601998.SH
600009.SH
000975.SZ
002736.SZ
601360.SH
002001.SZ
688036.SH
600219.SH
002236.SZ
603893.SH
603296.SH
002304.SZ
300418.SZ
002920.SZ
000768.SZ
601186.SH
601111.SH
002493.SZ
002938.SZ
601066.SH
000963.SZ
601788.SH
601077.SH
601881.SH
002252.SZ
600196.SH
600460.SH
600011.SH
002422.SZ
002601.SZ
600372.SH
601901.SH
600886.SH
688169.SH
600741.SH
301236.SZ
000002.SZ
605117.SH
001979.SZ
300782.SZ
600515.SH
601868.SH
000661.SZ
601698.SH
601877.SH
002648.SZ
300661.SZ
003816.SZ
600875.SH
601878.SH
601800.SH
300759.SZ
300347.SZ
601872.SH
601021.SH
000301.SZ
601319.SH
601633.SH
600233.SH
688396.SH
000895.SZ
601117.SH
600588.SH
600674.SH
688506.SH
688047.SH
603369.SH
600039.SH
000786.SZ
300866.SZ
000617.SZ
300316.SZ
300251.SZ
600188.SH
301269.SZ
600482.SH
302132.SZ
002459.SZ
601898.SH
300122.SZ
688223.SH
600085.SH
300832.SZ
688472.SH
000596.SZ
600600.SH
300896.SZ
601618.SH
000876.SZ
001965.SZ
600918.SH
600023.SH
601607.SH
600027.SH
600026.SH
600061.SH
600803.SH
000999.SZ
603260.SH
600930.SH
300413.SZ
000983.SZ
601238.SH
300628.SZ
600845.SH
300999.SZ
603392.SH
601059.SH
688303.SH
600025.SH
688082.SH
000708.SZ
600161.SH
601456.SH
600018.SH
688009.SH
601018.SH
688187.SH
601236.SH
603195.SH
601136.SH
300979.SZ
601808.SH
600377.SH
001391.SZ
601298.SH
002129.SZ
688599.SH
002180.SZ
600332.SH
601799.SH
601699.SH
603806.SH
601865.SH
603833.SH
000800.SZ
001289.SZ
