con_code
300475.SZ
688110.SH
688498.SH
603083.SH
002456.SZ
300548.SZ
603516.SH
001309.SZ
600105.SH
300456.SZ
688313.SH
002497.SZ
000766.SZ
300762.SZ
603119.SH
688333.SH
688037.SH
601208.SH
600595.SH
300620.SZ
002405.SZ
600577.SH
002222.SZ
600100.SH
688270.SH
300568.SZ
002245.SZ
600331.SH
603308.SH
002487.SZ
002151.SZ
300666.SZ
300170.SZ
603236.SH
601777.SH
688343.SH
300438.SZ
002249.SZ
300049.SZ
601677.SH
603005.SH
688200.SH
300779.SZ
603667.SH
688005.SH
300102.SZ
601020.SH
600151.SH
300409.SZ
300953.SZ
601606.SH
300655.SZ
688208.SH
002171.SZ
002139.SZ
300085.SZ
600201.SH
002176.SZ
603306.SH
300131.SZ
002428.SZ
002389.SZ
600388.SH
300468.SZ
002611.SZ
300672.SZ
600246.SH
600330.SH
002326.SZ
300459.SZ
301550.SZ
688123.SH
000901.SZ
300253.SZ
002617.SZ
002149.SZ
002400.SZ
300773.SZ
603127.SH
688048.SH
600114.SH
000969.SZ
601519.SH
688536.SH
002048.SZ
300045.SZ
002104.SZ
300083.SZ
688205.SH
300088.SZ
603063.SH
002484.SZ
601126.SH
688327.SH
605090.SH
300182.SZ
000737.SZ
600155.SH
300035.SZ
300738.SZ
000917.SZ
300777.SZ
000875.SZ
600728.SH
002396.SZ
601869.SH
002163.SZ
603613.SH
002544.SZ
600179.SH
300007.SZ
300236.SZ
600416.SH
300068.SZ
600323.SH
300229.SZ
001203.SZ
600338.SH
688331.SH
688116.SH
002276.SZ
300296.SZ
300674.SZ
002716.SZ
300638.SZ
002270.SZ
001301.SZ
301171.SZ
300315.SZ
002895.SZ
600259.SH
600113.SH
600529.SH
000970.SZ
000636.SZ
603881.SH
002506.SZ
300065.SZ
000686.SZ
002145.SZ
600761.SH
002373.SZ
300101.SZ
600759.SH
300593.SZ
000811.SZ
002317.SZ
000603.SZ
600635.SH
600120.SH
688382.SH
300199.SZ
603300.SH
300348.SZ
600877.SH
688630.SH
002747.SZ
000422.SZ
300811.SZ
601636.SH
600859.SH
688484.SH
002268.SZ
300573.SZ
600850.SH
300870.SZ
300827.SZ
300850.SZ
600206.SH
002174.SZ
002681.SZ
600490.SH
605376.SH
002536.SZ
688088.SH
603358.SH
605111.SH
601375.SH
688141.SH
600559.SH
300077.SZ
300775.SZ
600667.SH
601975.SH
600619.SH
000681.SZ
600986.SH
002036.SZ
300260.SZ
002046.SZ
002237.SZ
600641.SH
002545.SZ
688548.SH
300184.SZ
603009.SH
301377.SZ
002020.SZ
688567.SH
603360.SH
600456.SH
688372.SH
300181.SZ
688766.SH
002807.SZ
301511.SZ
000099.SZ
002518.SZ
300009.SZ
600258.SH
601528.SH
603305.SH
300133.SZ
300607.SZ
300130.SZ
600872.SH
301205.SZ
300008.SZ
000762.SZ
300624.SZ
600596.SH
301316.SZ
600186.SH
002192.SZ
300455.SZ
300457.SZ
000680.SZ
002701.SZ
002212.SZ
300657.SZ
002324.SZ
002368.SZ
688131.SH
002182.SZ
603997.SH
600366.SH
601778.SH
300098.SZ
688390.SH
688698.SH
601137.SH
002779.SZ
600446.SH
002896.SZ
600629.SH
002354.SZ
000612.SZ
600064.SH
688068.SH
600072.SH
603026.SH
002507.SZ
000801.SZ
688409.SH
002698.SZ
688503.SH
600933.SH
688158.SH
688800.SH
600320.SH
300398.SZ
603323.SH
301029.SZ
603662.SH
603678.SH
002075.SZ
002815.SZ
002251.SZ
002539.SZ
600531.SH
002745.SZ
688652.SH
600459.SH
000688.SZ
000778.SZ
688403.SH
300618.SZ
300378.SZ
300660.SZ
000581.SZ
000902.SZ
300682.SZ
600428.SH
688063.SH
688400.SH
002123.SZ
600633.SH
600550.SH
300113.SZ
600835.SH
002006.SZ
600133.SH
601187.SH
300602.SZ
000555.SZ
002015.SZ
600301.SH
600057.SH
300303.SZ
603690.SH
002706.SZ
000923.SZ
300693.SZ
603456.SH
002936.SZ
600718.SH
600867.SH
300276.SZ
688559.SH
002654.SZ
688279.SH
000682.SZ
002948.SZ
603871.SH
600285.SH
002170.SZ
688050.SH
600645.SH
603588.SH
600325.SH
600216.SH
600552.SH
300034.SZ
002416.SZ
002947.SZ
601609.SH
002097.SZ
002987.SZ
300166.SZ
688362.SH
000758.SZ
002063.SZ
001227.SZ
688062.SH
000035.SZ
603809.SH
300747.SZ
301078.SZ
600478.SH
688029.SH
688660.SH
000403.SZ
600908.SH
000690.SZ
002675.SZ
600480.SH
301510.SZ
301050.SZ
300772.SZ
000543.SZ
300725.SZ
000420.SZ
002839.SZ
600210.SH
300352.SZ
002364.SZ
300036.SZ
300357.SZ
000829.SZ
600869.SH
002091.SZ
300185.SZ
688789.SH
600771.SH
600750.SH
603267.SH
000676.SZ
002019.SZ
600389.SH
601678.SH
002315.SZ
002183.SZ
600452.SH
300761.SZ
600961.SH
300224.SZ
688147.SH
688779.SH
300180.SZ
300415.SZ
300446.SZ
000685.SZ
001287.SZ
688516.SH
002378.SZ
301293.SZ
002928.SZ
300776.SZ
600063.SH
300576.SZ
603619.SH
301217.SZ
002537.SZ
600993.SH
688502.SH
603876.SH
300910.SZ
002338.SZ
300726.SZ
300663.SZ
688321.SH
600273.SH
002073.SZ
002643.SZ
600267.SH
688612.SH
301345.SZ
600864.SH
300319.SZ
603337.SH
688433.SH
601963.SH
300493.SZ
002468.SZ
605020.SH
603887.SH
600821.SH
000061.SZ
600507.SH
002320.SZ
603612.SH
688262.SH
002011.SZ
600022.SH
301219.SZ
600621.SH
002010.SZ
601860.SH
600399.SH
002100.SZ
002906.SZ
300047.SZ
600353.SH
002023.SZ
600509.SH
300598.SZ
301526.SZ
002239.SZ
000837.SZ
300244.SZ
603505.SH
002979.SZ
300595.SZ
601222.SH
002891.SZ
600572.SH
000620.SZ
600776.SH
002572.SZ
301291.SZ
000833.SZ
688543.SH
002292.SZ
688127.SH
000628.SZ
600056.SH
600185.SH
300087.SZ
002017.SZ
002226.SZ
002649.SZ
002345.SZ
300327.SZ
300855.SZ
002221.SZ
301035.SZ
300079.SZ
600556.SH
600409.SH
300075.SZ
600686.SH
300031.SZ
300337.SZ
002003.SZ
300363.SZ
000712.SZ
000935.SZ
002004.SZ
002965.SZ
688519.SH
000860.SZ
600315.SH
601311.SH
688206.SH
300188.SZ
603663.SH
688596.SH
600996.SH
002215.SZ
002233.SZ
300525.SZ
002847.SZ
600782.SH
300026.SZ
600783.SH
002204.SZ
603220.SH
301263.SZ
601069.SH
600651.SH
600787.SH
603583.SH
601718.SH
300925.SZ
603108.SH
600328.SH
002690.SZ
600827.SH
600037.SH
600461.SH
688591.SH
688306.SH
002043.SZ
000089.SZ
002332.SZ
301095.SZ
601969.SH
688798.SH
688326.SH
688006.SH
002099.SZ
301155.SZ
002597.SZ
002550.SZ
603556.SH
600773.SH
603283.SH
603039.SH
600587.SH
002941.SZ
300821.SZ
000503.SZ
002408.SZ
600129.SH
603169.SH
002488.SZ
600475.SH
000156.SZ
600211.SH
601369.SH
688083.SH
000727.SZ
688717.SH
600866.SH
605507.SH
600888.SH
601890.SH
300634.SZ
600420.SH
000795.SZ
002541.SZ
600916.SH
688016.SH
688523.SH
300294.SZ
603218.SH
603171.SH
000810.SZ
603393.SH
688097.SH
600158.SH
301018.SZ
603883.SH
301039.SZ
301031.SZ
002096.SZ
000065.SZ
600422.SH
002557.SZ
300687.SZ
300841.SZ
600055.SH
688289.SH
300580.SZ
603027.SH
600789.SH
600717.SH
300323.SZ
601619.SH
600654.SH
688153.SH
000589.SZ
603256.SH
301392.SZ
688439.SH
301626.SZ
300685.SZ
300428.SZ
300416.SZ
300226.SZ
688146.SH
300678.SZ
600361.SH
300613.SZ
600882.SH
002967.SZ
600373.SH
002045.SZ
603599.SH
002258.SZ
600266.SH
000880.SZ
002985.SZ
000927.SZ
000650.SZ
688332.SH
300443.SZ
000791.SZ
000672.SZ
605123.SH
002897.SZ
688700.SH
301061.SZ
300232.SZ
688696.SH
600116.SH
300470.SZ
002079.SZ
688165.SH
603698.SH
688690.SH
600094.SH
000049.SZ
301571.SZ
002434.SZ
300360.SZ
600458.SH
688658.SH
000600.SZ
301127.SZ
603496.SH
600252.SH
002531.SZ
601702.SH
300171.SZ
600269.SH
000012.SZ
300027.SZ
002421.SZ
002243.SZ
301589.SZ
688139.SH
300723.SZ
002993.SZ
301487.SZ
002254.SZ
002626.SZ
688300.SH
002859.SZ
002892.SZ
600744.SH
688007.SH
000966.SZ
300284.SZ
688352.SH
300451.SZ
600059.SH
600751.SH
600125.SH
000029.SZ
603100.SH
300492.SZ
600682.SH
300770.SZ
603533.SH
688091.SH
002127.SZ
600623.SH
000990.SZ
002219.SZ
603279.SH
002881.SZ
002093.SZ
300298.SZ
688003.SH
600729.SH
000928.SZ
300633.SZ
002588.SZ
300401.SZ
600006.SH
688639.SH
002668.SZ
002534.SZ
002929.SZ
301071.SZ
600612.SH
600033.SH
301091.SZ
600710.SH
601908.SH
688106.SH
600502.SH
600649.SH
600597.SH
600586.SH
002458.SZ
600017.SH
300257.SZ
300783.SZ
603197.SH
300482.SZ
688408.SH
002761.SZ
002913.SZ
002960.SZ
002511.SZ
688776.SH
002081.SZ
603328.SH
603118.SH
688150.SH
301600.SZ
002194.SZ
603227.SH
601200.SH
688739.SH
000930.SZ
002351.SZ
002158.SZ
600757.SH
300463.SZ
002125.SZ
688549.SH
002038.SZ
301297.SZ
