trade_date,long,short,benchmark,ls
20160201,0.3992,-0.000699999999999981,0.16908600000000001,0.3999
20160215,0.01670000000000001,0.024800000000000006,0.16908600000000001,-0.008099999999999996
20160222,0.028500000000000004,0.11599999999999999,0.16908600000000001,-0.0875
20160229,0.15791153846153844,0.17795384615384616,0.16908600000000001,-0.02004230769230772
20160314,0.19279999999999997,0.060399999999999995,-0.015794000000000006,0.13239999999999996
20160321,0.18140000000000003,-0.2563,-0.015794000000000006,0.4377
20160328,-0.02581346153846154,-0.010349056603773587,-0.015794000000000006,-0.015464404934687951
20160411,0.012900000000000002,0.0658,-0.0071299999999999905,-0.052899999999999996
20160418,0.03240000000000001,-0.015700000000000006,-0.0071299999999999905,0.04810000000000002
20160425,-0.03341509433962264,0.00898301886792453,-0.0071299999999999905,-0.042398113207547175
20160509,0.2659,-0.007899999999999999,0.067091,0.27380000000000004
20160516,0.2,-0.11839999999999999,0.067091,0.3184
20160523,0.040299999999999996,0.37520000000000003,0.067091,-0.33490000000000003
20160530,0.07981509433962264,0.0820754716981132,0.067091,-0.0022603773584905645
20160606,-0.1624,-0.1634,-0.026152000000000005,0.0010000000000000009
20160613,0.1387,0.144,-0.026152000000000005,-0.005299999999999999
20160620,-0.032,0.24509999999999998,-0.026152000000000005,-0.2771
20160627,-0.04644339622641509,-0.03573584905660377,-0.026152000000000005,-0.010707547169811323
20160704,0.028899999999999988,0.41809999999999997,0.03987,-0.3892
20160711,0.1399,-0.13859999999999997,0.03987,0.27849999999999997
20160718,0.1353,-0.2295,0.03987,0.3648
20160725,0.038118867924528295,0.040241509433962264,0.03987,-0.0021226415094339687
20160815,0.014699999999999998,-0.0914,-0.019118000000000003,0.1061
20160822,0.048299999999999996,0.27140000000000003,-0.019118000000000003,-0.22310000000000002
20160829,-0.02407037037037037,-0.03824444444444444,-0.019118000000000003,0.014174074074074072
20160905,-0.0332,-0.1089,0.028908000000000003,0.07569999999999999
20160912,-0.22806,-0.632576,0.028908000000000003,0.404516
20160919,0.06709999999999999,-0.02899999999999999,0.028908000000000003,0.09609999999999999
20160926,0.05237407407407407,0.046705555555555556,0.028908000000000003,0.005668518518518517
20161017,-0.04000000000000001,-0.09259999999999999,0.012075,0.05259999999999998
20161024,-0.0017999999999999995,0.5603,0.012075,-0.5621
20161031,-0.013692727272727273,0.058092727272727275,0.012075,-0.07178545454545454
20161107,0.10980000000000002,0.1744,-0.057821,-0.06459999999999998
20161114,-0.0235,-0.029900000000000006,-0.057821,0.006400000000000006
20161121,-0.1099,0.1324,-0.057821,-0.2423
20161128,-0.03213888888888889,-0.05595740740740741,-0.057821,0.023818518518518517
20161205,-0.2092,-0.0998,-0.032439,-0.1094
20161212,0.05999999999999999,-0.2138,-0.032439,0.2738
20161219,-0.07370000000000002,-0.02520000000000001,-0.032439,-0.0485
20161226,-0.025337500000000002,0.019660714285714285,-0.032439,-0.04499821428571429
20170109,-0.028200000000000006,0.19609999999999997,0.036565,-0.22429999999999997
20170116,-0.0764,0.18689999999999998,0.036565,-0.2633
20170123,0.047508771929824556,0.12713859649122808,0.036565,-0.07962982456140352
20170206,-0.17880000000000001,-0.1081,-0.019531999999999997,-0.07070000000000001
20170213,-0.2615,0.045899999999999996,-0.019531999999999997,-0.3074
20170220,-0.1095,-0.07170000000000001,-0.019531999999999997,-0.037799999999999986
20170227,0.0068120689655172435,0.0153551724137931,-0.019531999999999997,-0.008543103448275857
20170313,0.0641,-0.40780000000000005,-0.060159000000000004,0.47190000000000004
20170320,-0.1053,-0.1053,-0.060159000000000004,0.0
20170327,-0.052361016949152545,-0.0700406779661017,-0.060159000000000004,0.01767966101694915
20170410,-0.10570000000000002,-0.1381,-0.08212900000000001,0.032399999999999984
20170417,-0.1238,-0.21230000000000002,-0.08212900000000001,0.08850000000000002
20170424,-0.0881406779661017,-0.08221525423728814,-0.08212900000000001,-0.005925423728813564
20170508,0.10540000000000001,-0.0488,0.03575999999999999,0.1542
20170515,0.2012,-0.1163,0.03575999999999999,0.3175
20170522,0.027926666666666666,0.03256666666666667,0.03575999999999999,-0.004640000000000002
20170605,0.1005,-0.1756,-0.0009319999999999971,0.2761
20170619,0.003299999999999994,0.0601,-0.0009319999999999971,-0.0568
20170626,0.014000000000000002,-0.005379999999999999,-0.0009319999999999971,0.01938
20170703,0.010599999999999995,-0.1145,0.031796,0.1251
20170710,0.2884,0.04870000000000001,0.031796,0.23969999999999997
20170717,-0.17179999999999998,0.1686,0.031796,-0.3404
20170724,0.1079,0.04880000000000001,0.031796,0.059099999999999986
20170731,0.03326,0.14215333333333333,0.031796,-0.10889333333333333
20170807,0.19990000000000002,-0.2519,0.021500999999999992,0.45180000000000003
20170814,-0.2597,0.0483,0.021500999999999992,-0.308
20170821,-0.36125100000000004,0.2016,0.021500999999999992,-0.562851
20170828,0.018777049180327868,0.05294677419354839,0.021500999999999992,-0.03416972501322052
20170904,-0.1122,-0.2298,-0.026366,0.11760000000000001
20170911,-0.0998,-0.0197,-0.026366,-0.0801
20170918,0.0013000000000000034,-0.22780000000000003,-0.026366,0.22910000000000003
20170925,-0.03173064516129032,-0.0026322580645161287,-0.026366,-0.029098387096774196
20171009,-0.0758,-0.1677,-0.063312,0.09189999999999998
20171016,-0.0817,-0.0675,-0.063312,-0.01419999999999999
20171023,-0.2737,-0.23890000000000003,-0.063312,-0.03479999999999997
20171030,-0.06771904761904762,-0.07366349206349207,-0.063312,0.005944444444444447
20171120,0.05050000000000002,0.0618,-0.018284,-0.011299999999999984
20171127,0.0019796874999999975,-0.007179687499999999,-0.018284,0.009159374999999996
20171211,-0.0173,-0.023300000000000015,-0.031772,0.006000000000000016
20171218,0.0385,0.0947,-0.031772,-0.05620000000000001
20171225,-0.024240625,-0.06690625,-0.031772,0.042665625
20180115,-0.1153,0.3112,-0.030565,-0.4265
20180122,0.13790000000000005,-0.09669999999999998,-0.030565,0.23460000000000003
20180129,-0.012049999999999998,0.0036109375000000004,-0.030565,-0.0156609375
20180226,0.049120000000000004,0.10544307692307692,0.037892999999999996,-0.05632307692307691
20180319,-0.1587,-0.057200000000000015,-0.041104,-0.10149999999999999
20180326,-0.03852890769230769,-0.03688615384615384,-0.041104,-0.0016427538461538521
20180409,-0.06440000000000001,-0.25243099999999996,-0.030178999999999994,0.18803099999999995
20180416,-0.17089,-0.08070000000000001,-0.030178999999999994,-0.09018999999999998
20180423,-0.02248153846153846,0.006498461538461538,-0.030178999999999994,-0.02898
20180507,0.030759999999999985,-0.198842,-0.11437100000000001,0.22960199999999997
20180521,-0.156021,-0.0713,-0.11437100000000001,-0.08472099999999999
20180528,-0.06376461538461539,-0.0731,-0.11437100000000001,0.009335384615384607
20180604,-0.331243,-0.289333,-0.00984,-0.04191
20180611,0.320842,-0.24267799999999998,-0.00984,0.56352
20180625,0.021253092307692307,-0.01744204615384615,-0.00984,0.03869513846153846
20180730,-0.08199616417910448,-0.08833179104477612,-0.088911,0.0063356268656716425
20180820,-0.11799099999999998,-0.08260200000000001,-0.013032,-0.035388999999999976
20180827,-0.025792794117647056,-0.009517514705882354,-0.013032,-0.016275279411764702
20180910,-0.110898,-0.176574,-0.118814,0.06567600000000001
20180917,-0.10423957352941177,-0.09221486764705883,-0.118814,-0.012024705882352937
20181029,0.06745284057971014,0.050135797101449275,0.05782999999999999,0.017317043478260866
20181126,-0.033113800000000006,-0.043294742857142854,-0.046447999999999996,0.010180942857142848
20181224,-0.0002754428571428586,-0.012444171428571429,-0.015551,0.01216872857142857
20190128,0.23960042253521127,0.24089777464788734,0.205225,-0.0012973521126760645
20190218,0.3337,0.171268,0.108796,0.162432
20190225,0.1056827323943662,0.1381721971830986,0.108796,-0.032489464788732395
20190318,-0.21065000000000003,0.200314,-0.036179,-0.410964
20190325,-0.03832205633802817,-0.04130674647887324,-0.036179,0.00298469014084507
20190422,-0.359846,-0.118233,-0.057203000000000004,-0.241613
20190429,-0.06440775,-0.013898041666666666,-0.057203000000000004,-0.050509708333333334
20190527,-0.009626555555555557,0.010711083333333336,-0.00020699999999999712,-0.02033763888888889
20190624,-0.02948266666666667,-0.03095340277777778,-0.02112799999999999,0.0014707361111111102
20190729,0.022855594594594596,0.02060582432432432,-0.001624999999999997,0.0022497702702702765
20190826,0.0019348513513513521,0.03240755405405405,0.011558000000000002,-0.0304727027027027
20190930,-0.0037852027027027056,-0.03779054054054054,0.005190999999999998,0.03400533783783784
20191028,-0.011468826666666664,-0.015592613333333333,-0.023614,0.004123786666666669
20191125,0.09399004,0.09878894666666667,0.083511,-0.004798906666666672
20191230,0.037643171052631576,0.039904763157894735,0.024953999999999994,-0.002261592105263159
20200120,0.05298958666666667,0.031280276315789474,0.03882100000000001,0.021709310350877198
20200224,-0.046301552631578945,-0.06055772368421053,-0.072814,0.014256171052631585
20200330,0.013799815789473684,0.059748631578947366,0.047668,-0.045948815789473685
20200427,0.06290797368421053,0.03604488157894737,0.025232,0.026863092105263157
20200525,0.0936727922077922,0.10980996103896103,0.083884,-0.01613716883116882
20200622,0.03291199999999999,0.07925800000000001,0.128771,-0.04634600000000002
20200629,0.12833818181818182,0.12368822077922077,0.128771,0.004649961038961051
20200727,0.0035355769230769217,0.01310148717948718,0.013698999999999996,-0.009565910256410258
20200824,0.10816200000000005,0.057976000000000014,-0.08520900000000001,0.050186000000000036
20200831,-0.05693149367088607,-0.0808939493670886,-0.08520900000000001,0.023962455696202534
20200921,-0.06992200000000001,-0.06728,-0.014385000000000005,-0.0026420000000000055
20200928,0.03333795,0.009907887499999999,-0.014385000000000005,0.0234300625
20201026,0.023154,0.04345885,0.018189000000000007,-0.02030485
20201123,1.212499,0.391487,0.005063000000000005,0.8210120000000001
20201130,0.0166587625,-0.009249774999999998,0.005063000000000005,0.0259085375
20201228,-0.061035209876543206,-0.0634175925925926,-0.05127999999999999,0.0023823827160493888
20210118,-0.058397,-0.05699499999999999,0.004921000000000002,-0.0014020000000000074
20210125,-0.012229234567901233,0.019303123456790125,0.004921000000000002,-0.031532358024691357
20210222,0.011250524390243903,-0.020343390243902436,-0.002812000000000009,0.03159391463414634
20210329,0.010455243902439024,0.025380329268292683,0.014721000000000001,-0.01492508536585366
20210426,0.09739029268292683,0.07237279268292683,0.066133,0.025017499999999998
20210531,0.037411891566265065,0.026982277108433737,0.039852,0.010429614457831329
20210628,-0.023691493975903616,0.07381380952380952,0.027288000000000007,-0.09750530349971313
20210726,0.07527485714285713,0.046208811764705884,0.06377000000000001,0.029066045378151245
20210830,-0.04352045882352941,-0.08079023529411765,-0.040135000000000004,0.03726977647058824
20210913,-0.117977,0.04244099999999999,-0.001658999999999993,-0.160418
20210927,-0.023400988235294115,0.03145843529411765,-0.001658999999999993,-0.05485942352941176
20211018,-0.05133899999999999,0.779027,0.087755,-0.830366
20211025,0.06743003488372094,0.08643520930232557,0.087755,-0.019005174418604623
